#asn|announced_prefixes|prepended_prefixes|region|country|as_type|prepend_percentage
8151|379|26|lacnic|MX|isp|6.86
32098|1343|402|arin|US|isp|29.93
11172|5430|2658|lacnic|MX|isp|48.95
28535|2|1|lacnic|MX|isp|50.00
28531|3|1|lacnic|MX|isp|33.33
28544|2|1|lacnic|MX|isp|50.00
22908|6|6|lacnic|MX|hosting|100.00
14868|3|2|lacnic|BR|isp|66.67
16735|298|4|lacnic|BR|isp|1.34
22356|23|1|lacnic|BR|hosting|4.35
28292|6|6|lacnic|BR|isp|100.00
10429|69|23|lacnic|BR|isp|33.33
1916|168|2|lacnic|BR|business|1.19
11284|3|1|lacnic|BR|hosting|33.33
26610|2|1|lacnic|CL|education|50.00
6147|87|23|lacnic|PE|isp|26.44
27678|6|6|lacnic|CL|hosting|100.00
10753|65|1|arin|US|isp|1.54
3356|79|39|arin|US|isp|49.37
52294|1|1|lacnic|AR|isp|100.00
52324|1|1|lacnic|AR|isp|100.00
52376|3|3|lacnic|AR|isp|100.00
52360|1|1|lacnic|AR|isp|100.00
52374|1|1|lacnic|AR|isp|100.00
52375|1|1|lacnic|AR|isp|100.00
263779|2|1|lacnic|CR|education|50.00
11815|2|1|lacnic|AR|isp|50.00
9201|11|11|ripencc|SE|business|100.00
25538|1|1|ripencc|DE|hosting|100.00
8881|149|135|ripencc|DE|isp|90.60
8469|2|1|ripencc|DE|hosting|50.00
513|4|2|ripencc|CH|education|50.00
2107|2|2|ripencc|SI|education|100.00
27385|6|1|arin|US|hosting|16.67
25192|7|1|ripencc|CZ|hosting|14.29
8895|6|6|ripencc|SA|education|100.00
12374|1|1|ripencc|DE|hosting|100.00
8520|4|1|ripencc|DE|hosting|25.00
16128|1|1|ripencc|FR|hosting|100.00
15516|3|3|ripencc|DK|isp|100.00
12355|10|2|ripencc|DE|isp|20.00
206804|9|1|ripencc|EE|hosting|11.11
39790|3|1|ripencc|CZ|hosting|33.33
12657|4|3|ripencc|DE|hosting|75.00
21221|3|1|ripencc|NL|isp|33.33
24806|1|1|ripencc|CZ|hosting|100.00
15776|1|1|ripencc|BE|business|100.00
25394|9|9|ripencc|DE|hosting|100.00
9044|5|3|ripencc|CH|hosting|60.00
34683|1|1|ripencc|LU|isp|100.00
39386|1|1|ripencc|SA|hosting|100.00
30870|4|4|ripencc|NL|hosting|100.00
8315|15|10|ripencc|NL|hosting|66.67
23352|23|2|arin|US|hosting|8.70
13331|13|1|arin|US|hosting|7.69
101|5|4|arin|US|education|80.00
54519|1|1|arin|US|hosting|100.00
14|1|1|arin|US|education|100.00
27564|1|1|arin|US|business|100.00
11985|11|6|arin|US|government|54.55
33438|117|2|arin|US|hosting|1.71
13768|24|11|arin|CA|hosting|45.83
13895|2|2|arin|CA|isp|100.00
16787|12|6|arin|US|isp|50.00
3923|1|1|arin|US|government|100.00
20473|359|4|arin|US|hosting|1.11
29488|1|1|ripencc|DE|hosting|100.00
31898|457|52|arin|US|hosting|11.38
34081|4|1|ripencc|IT|hosting|25.00
15600|22|1|ripencc|CH|isp|4.55
8851|5|5|ripencc|GB|hosting|100.00
29134|4|1|ripencc|CZ|hosting|25.00
16004|1|1|ripencc|IT|isp|100.00
43009|2|1|ripencc|GB|hosting|50.00
60781|121|87|ripencc|NL|hosting|71.90
21385|1|1|ripencc|DE|hosting|100.00
395592|2|1|arin|US|hosting|50.00
29518|10|10|ripencc|SE|isp|100.00
39477|2|1|ripencc|GB|business|50.00
31122|6|2|ripencc|IE|isp|33.33
28716|5|5|ripencc|IT|hosting|100.00
33915|25|2|ripencc|NL|isp|8.00
7660|2|2|apnic|JP|hosting|100.00
2500|1|1|apnic|JP|hosting|100.00
23634|1|1|apnic|JP|business|100.00
18259|4|1|apnic|JP|business|25.00
20940|801|571|ripencc|NL|hosting|71.29
4538|8|2|apnic|CN|education|25.00
23911|2|2|apnic|CN|education|100.00
2518|2|2|apnic|JP|isp|100.00
9916|3|2|apnic|TW|education|66.67
1237|3|3|apnic|KR|education|100.00
2514|4|4|apnic|JP|isp|100.00
9293|2|2|apnic|HK|hosting|100.00
7514|1|1|apnic|JP|hosting|100.00
2907|2|2|apnic|JP|education|100.00
4694|7|7|apnic|JP|hosting|100.00
7522|1|1|apnic|JP|isp|100.00
9607|2|2|apnic|JP|hosting|100.00
7575|9|9|apnic|AU|education|100.00
4762|2|1|apnic|TH|business|50.00
137198|2|1|apnic|TH|education|50.00
138685|5|1|apnic|TH|education|20.00
135528|1|1|apnic|TH|business|100.00
17479|1|1|apnic|TH|education|100.00
45575|1|1|apnic|TH|education|100.00
4621|2|2|apnic|TH|isp|100.00
9562|1|1|apnic|TH|business|100.00
9595|4|4|apnic|JP|business|100.00
293|3|3|arin|US|business|100.00
44444|3|2|ripencc|GB|hosting|66.67
31383|1|1|ripencc|NL|hosting|100.00
12400|3|1|ripencc|IL|isp|33.33
271|19|11|arin|CA|education|57.89
8111|3|2|arin|CA|education|66.67
2607|3|3|ripencc|SK|education|100.00
28788|3|2|ripencc|NL|hosting|66.67
24725|4|1|ripencc|UA|hosting|25.00
13092|1|1|ripencc|RS|education|100.00
3727|1|1|arin|US|business|100.00
21778|1|1|arin|US|business|100.00
34164|73|71|ripencc|NL|hosting|97.26
8365|3|3|ripencc|DE|hosting|100.00
16276|8|4|ripencc|FR|hosting|50.00
30844|13|8|ripencc|GB|isp|61.54
6713|4|4|afrinic|MA|isp|100.00
54318|2|1|arin|US|none|50.00
6083|1|1|afrinic|ZA|hosting|100.00
36992|564|316|afrinic|EG|isp|56.03
17025|3|1|arin|US|isp|33.33
26762|6|6|arin|US|business|100.00
10310|29|29|arin|US|hosting|100.00
328501|2|1|afrinic|ZA|business|50.00
328706|1|1|afrinic|ZA|business|100.00
328325|1|1|afrinic|TZ|isp|100.00
3741|4|1|afrinic|ZA|business|25.00
2635|44|2|arin|US|hosting|4.55
328209|1|1|afrinic|ZA|hosting|100.00
9500|3|3|apnic|NZ|isp|100.00
132040|10|1|apnic|NZ|isp|10.00
9299|12|5|apnic|PH|isp|41.67
23836|1|1|apnic|JP|isp|100.00
17940|1|1|apnic|JP|isp|100.00
