#asn|announced_prefixes|prepended_prefixes|region|country|as_type|prepend_percentage
2500|1|1|apnic|JP|hosting|100.00
7660|2|2|apnic|JP|hosting|100.00
23634|1|1|apnic|JP|business|100.00
18259|6|2|apnic|JP|business|33.33
20940|479|449|ripencc|EU|hosting|93.74
23911|2|2|apnic|CN|education|100.00
2518|2|2|apnic|JP|isp|100.00
7514|1|1|apnic|JP|hosting|100.00
2907|4|4|apnic|JP|education|100.00
4678|1|1|apnic|JP|business|100.00
9607|1|1|apnic|JP|hosting|100.00
2527|2|2|apnic|JP|isp|100.00
132701|1|1|apnic|TH|business|100.00
37932|1|1|apnic|TH|isp|100.00
9595|4|4|apnic|JP|business|100.00
293|1|1|arin|US|business|100.00
271|19|10|arin|CA|education|52.63
8111|3|2|arin|CA|education|66.67
12008|75|8|arin|US|hosting|10.67
35994|156|156|arin|US|hosting|100.00
27435|45|1|arin|US|hosting|2.22
54318|2|1|arin|US|none|50.00
17025|3|1|arin|US|isp|33.33
278|2|2|lacnic|MX|education|100.00
3549|189|26|arin|US|isp|13.76
14041|2|1|arin|US|education|50.00
10578|6|2|arin|US|education|33.33
5078|2|2|arin|US|education|100.00
10886|4|1|arin|US|education|25.00
20130|3|3|arin|US|education|100.00
57|2|2|arin|US|education|100.00
4557|3|2|arin|US|education|66.67
302|2|2|arin|US|education|100.00
3676|3|3|arin|US|education|100.00
22742|3|3|arin|US|education|100.00
7175|4|1|apnic|AU|business|25.00
198362|2|2|ripencc|GB|hosting|100.00
2381|2|2|arin|US|education|100.00
12041|229|225|arin|US|business|98.25
715|8|1|arin|US|hosting|12.50
40647|7|7|arin|US|none|100.00
396566|16|16|arin|US|business|100.00
397198|11|11|arin|US|none|100.00
26134|8|1|arin|US|business|12.50
397194|3|3|arin|US|none|100.00
26415|8|5|arin|US|isp|62.50
36632|1|1|arin|US|none|100.00
13830|8|8|arin|US|hosting|100.00
376|8|8|arin|CA|education|100.00
8103|2|1|arin|US|government|50.00
174|633|402|arin|US|isp|63.51
14877|7|2|arin|US|isp|28.57
9009|167|80|ripencc|GB|hosting|47.90
7046|19|1|arin|US|isp|5.26
18530|1|1|arin|US|hosting|100.00
852|22|19|arin|CA|isp|86.36
34164|80|78|ripencc|GB|hosting|97.50
6453|28|26|arin|US|isp|92.86
6621|44|11|arin|US|isp|25.00
22693|1|1|arin|US|education|100.00
5050|3|1|arin|US|education|33.33
559|12|12|ripencc|EU|hosting|100.00
1853|2|1|ripencc|AT|education|50.00
2895|1|1|ripencc|EU|isp|100.00
20676|7|7|ripencc|DE|isp|100.00
2072|1|1|ripencc|EU|education|100.00
25973|2|2|arin|US|hosting|100.00
49488|1|1|ripencc|AT|business|100.00
42385|17|9|ripencc|RU|isp|52.94
43832|4|1|ripencc|RU|isp|25.00
1921|9|4|ripencc|AT|isp|44.44
201612|2|2|ripencc|AT|hosting|100.00
6736|4|1|ripencc|IR|education|25.00
47697|1|1|ripencc|BG|hosting|100.00
20609|3|1|ripencc|CZ|isp|33.33
206725|1|1|ripencc|NO|business|100.00
38990|2|2|ripencc|NO|business|100.00
202886|1|1|ripencc|FR|business|100.00
49544|25|20|ripencc|NL|hosting|80.00
202739|1|1|ripencc|DE|business|100.00
48858|2|2|ripencc|RU|hosting|100.00
20473|105|1|arin|US|hosting|0.95
41038|3|3|ripencc|NL|hosting|100.00
49745|7|1|ripencc|DE|business|14.29
31079|1|1|ripencc|PL|isp|100.00
202584|1|1|ripencc|DE|none|100.00
49855|4|1|ripencc|DE|hosting|25.00
43442|1|1|ripencc|GB|business|100.00
34087|3|2|ripencc|NO|isp|66.67
39431|1|1|ripencc|UA|business|100.00
204926|1|1|ripencc|IS|business|100.00
44973|3|3|ripencc|DE|hosting|100.00
8387|4|4|ripencc|AT|business|100.00
206883|1|1|ripencc|BE|business|100.00
206006|1|1|ripencc|PL|education|100.00
39566|1|1|ripencc|PL|hosting|100.00
200924|8|5|ripencc|DE|isp|62.50
12360|2|2|ripencc|DE|isp|100.00
13037|2|1|ripencc|GB|isp|50.00
39149|1|1|ripencc|RO|none|100.00
200306|1|1|ripencc|BG|hosting|100.00
200301|1|1|ripencc|BG|none|100.00
200401|1|1|ripencc|RU|hosting|100.00
200273|1|1|ripencc|DE|business|100.00
35332|2|2|ripencc|NL|hosting|100.00
206313|21|9|ripencc|DE|isp|42.86
1132|1|1|ripencc|NL|none|100.00
8423|1|1|ripencc|RO|hosting|100.00
45019|2|2|ripencc|GB|none|100.00
198595|1|1|ripencc|PL|hosting|100.00
196883|1|1|ripencc|PL|isp|100.00
12643|2|2|ripencc|DE|education|100.00
33988|2|2|ripencc|DE|hosting|100.00
15879|7|7|ripencc|NL|isp|100.00
31172|1|1|ripencc|NL|none|100.00
47302|1|1|ripencc|CH|hosting|100.00
42473|82|2|ripencc|AT|hosting|2.44
51188|1|1|ripencc|FI|business|100.00
42307|1|1|ripencc|SE|education|100.00
47829|1|1|ripencc|NL|hosting|100.00
35579|1|1|ripencc|NL|isp|100.00
30950|1|1|ripencc|NO|business|100.00
47426|1|1|ripencc|GB|hosting|100.00
50262|1|1|ripencc|CH|none|100.00
41599|2|1|ripencc|UA|education|50.00
12509|1|1|ripencc|LV|business|100.00
43081|1|1|ripencc|GR|hosting|100.00
51839|1|1|ripencc|DE|business|100.00
12581|4|4|ripencc|DE|hosting|100.00
8758|8|6|ripencc|CH|hosting|75.00
43354|1|1|ripencc|DE|business|100.00
198089|3|2|ripencc|NL|isp|66.67
39083|6|2|ripencc|DE|business|33.33
8881|126|126|ripencc|DE|isp|100.00
201824|1|1|ripencc|DE|business|100.00
64424|1|1|ripencc|NO|business|100.00
15404|46|1|ripencc|SE|isp|2.17
21221|2|2|ripencc|NL|isp|100.00
43893|5|3|ripencc|SE|hosting|60.00
59524|1|1|ripencc|NL|none|100.00
58130|2|1|ripencc|SK|isp|50.00
8426|18|18|ripencc|GB|hosting|100.00
207021|2|2|ripencc|AT|hosting|100.00
21406|2|2|ripencc|AT|business|100.00
57288|1|1|ripencc|CZ|isp|100.00
24940|4|3|ripencc|DE|hosting|75.00
204117|1|1|ripencc|RU|business|100.00
24711|1|1|ripencc|FR|business|100.00
199462|2|1|ripencc|GB|isp|50.00
204796|2|2|ripencc|DE|business|100.00
197451|4|2|ripencc|CZ|education|50.00
20712|12|12|ripencc|GB|isp|100.00
13189|3|3|ripencc|SE|isp|100.00
29203|1|1|ripencc|UA|isp|100.00
196957|1|1|ripencc|UA|isp|100.00
203158|1|1|ripencc|SE|business|100.00
51410|1|1|ripencc|RU|isp|100.00
44968|1|1|ripencc|SI|business|100.00
43757|1|1|ripencc|CZ|business|100.00
21430|3|2|ripencc|CZ|isp|66.67
199612|1|1|ripencc|SI|business|100.00
206479|7|1|ripencc|DE|business|14.29
197521|1|1|ripencc|HR|business|100.00
25151|6|1|ripencc|NL|hosting|16.67
8820|5|1|ripencc|DE|hosting|20.00
49092|1|1|ripencc|DE|none|100.00
41496|1|1|ripencc|RO|isp|100.00
56881|1|1|ripencc|RU|business|100.00
12337|7|2|ripencc|DE|hosting|28.57
61430|4|4|ripencc|DE|isp|100.00
198333|1|1|ripencc|DE|hosting|100.00
30931|2|1|ripencc|GB|business|50.00
29217|2|2|ripencc|SE|business|100.00
61411|1|1|ripencc|RU|business|100.00
25173|1|1|ripencc|SI|business|100.00
51408|1|1|ripencc|RU|hosting|100.00
51816|1|1|ripencc|SI|business|100.00
200577|1|1|ripencc|PL|isp|100.00
57763|5|5|ripencc|AT|hosting|100.00
34225|3|1|ripencc|DE|hosting|33.33
29683|1|1|ripencc|UA|education|100.00
198450|1|1|ripencc|SE|none|100.00
49750|2|2|ripencc|NL|none|100.00
51871|1|1|ripencc|DE|business|100.00
25354|1|1|ripencc|ES|hosting|100.00
2116|12|10|ripencc|NO|isp|83.33
51944|2|2|ripencc|PL|isp|100.00
52191|1|1|ripencc|UA|isp|100.00
34964|1|1|ripencc|AT|business|100.00
24708|1|1|ripencc|AT|hosting|100.00
42564|1|1|ripencc|UA|business|100.00
31019|3|2|ripencc|NL|business|66.67
57057|1|1|ripencc|AT|none|100.00
42204|1|1|ripencc|PL|hosting|100.00
5524|6|6|ripencc|NL|isp|100.00
49793|1|1|ripencc|GB|business|100.00
16347|12|5|ripencc|FR|hosting|41.67
41352|1|1|ripencc|BG|education|100.00
57146|1|1|ripencc|NL|business|100.00
