#asn|announced_prefixes|prepended_prefixes|region|country|as_type|prepend_percentage
2500|1|1|apnic|JP|hosting|100.00
7660|2|2|apnic|JP|hosting|100.00
23634|1|1|apnic|JP|business|100.00
18259|6|2|apnic|JP|business|33.33
20940|512|490|ripencc|EU|hosting|95.70
23911|2|2|apnic|CN|education|100.00
2518|2|2|apnic|JP|isp|100.00
2514|4|4|apnic|JP|isp|100.00
7514|1|1|apnic|JP|hosting|100.00
2907|4|4|apnic|JP|education|100.00
4678|1|1|apnic|JP|business|100.00
2527|2|2|apnic|JP|isp|100.00
132879|1|1|apnic|TH|isp|100.00
37932|1|1|apnic|TH|isp|100.00
136624|1|1|apnic|TH|education|100.00
9595|4|4|apnic|JP|business|100.00
293|1|1|arin|US|business|100.00
271|18|10|arin|CA|education|55.56
8111|3|2|arin|CA|education|66.67
12008|93|18|arin|US|hosting|19.35
27435|48|2|arin|US|hosting|4.17
35994|149|143|arin|US|hosting|95.97
54318|2|1|arin|US|none|50.00
17025|3|1|arin|US|isp|33.33
278|4|1|lacnic|MX|education|25.00
3549|195|15|arin|US|isp|7.69
14041|2|1|arin|US|education|50.00
10578|6|2|arin|US|education|33.33
10886|4|1|arin|US|education|25.00
20130|6|3|arin|US|education|50.00
4557|4|3|arin|US|education|75.00
302|2|2|arin|US|education|100.00
3676|3|2|arin|US|education|66.67
22742|3|3|arin|US|education|100.00
198362|2|2|ripencc|GB|hosting|100.00
27623|2|2|arin|CA|education|100.00
2381|4|4|arin|US|education|100.00
40490|2|1|arin|US|hosting|50.00
12041|228|226|arin|US|business|99.12
715|8|1|arin|US|hosting|12.50
394353|6|2|arin|US|hosting|33.33
15135|28|3|arin|US|none|10.71
396546|4|4|arin|US|none|100.00
396566|12|12|arin|US|business|100.00
396560|15|14|arin|US|none|93.33
27544|3|3|arin|US|none|100.00
396551|4|3|arin|US|none|75.00
397198|2|2|arin|US|none|100.00
13830|12|12|arin|US|hosting|100.00
8103|4|1|arin|US|government|25.00
174|703|427|arin|US|isp|60.74
14877|7|2|arin|US|isp|28.57
9009|205|93|ripencc|GB|hosting|45.37
7046|19|1|arin|US|isp|5.26
18530|1|1|arin|US|hosting|100.00
852|22|19|arin|CA|isp|86.36
34164|87|85|ripencc|GB|hosting|97.70
6453|23|21|arin|US|isp|91.30
6621|44|14|arin|US|isp|31.82
22693|1|1|arin|US|education|100.00
5050|3|1|arin|US|education|33.33
5539|5|5|ripencc|DE|hosting|100.00
559|12|12|ripencc|EU|hosting|100.00
1853|2|1|ripencc|AT|education|50.00
20676|8|8|ripencc|DE|isp|100.00
2072|1|1|ripencc|EU|education|100.00
25973|2|2|arin|US|hosting|100.00
25192|5|4|ripencc|CZ|hosting|80.00
49488|1|1|ripencc|AT|business|100.00
42385|21|11|ripencc|RU|isp|52.38
43832|4|1|ripencc|RU|isp|25.00
1921|8|3|ripencc|AT|isp|37.50
201612|2|2|ripencc|AT|hosting|100.00
6736|4|1|ripencc|IR|education|25.00
3303|30|15|ripencc|CH|isp|50.00
197467|2|2|ripencc|RU|education|100.00
47697|1|1|ripencc|BG|hosting|100.00
20609|3|1|ripencc|CZ|isp|33.33
202886|1|1|ripencc|FR|business|100.00
202739|1|1|ripencc|DE|business|100.00
20473|106|1|arin|US|hosting|0.94
41038|3|3|ripencc|NL|hosting|100.00
49745|12|3|ripencc|DE|business|25.00
25482|1|1|ripencc|UA|isp|100.00
31079|1|1|ripencc|PL|isp|100.00
206613|1|1|ripencc|CZ|business|100.00
202584|1|1|ripencc|DE|none|100.00
206373|1|1|ripencc|PL|business|100.00
34309|4|4|ripencc|DE|hosting|100.00
43442|1|1|ripencc|GB|business|100.00
34087|3|2|ripencc|NO|isp|66.67
39431|1|1|ripencc|UA|business|100.00
207142|1|1|ripencc|RU|none|100.00
50775|1|1|ripencc|RU|business|100.00
24868|1|1|ripencc|DE|hosting|100.00
204926|1|1|ripencc|IS|business|100.00
44973|3|3|ripencc|DE|hosting|100.00
8387|2|2|ripencc|AT|business|100.00
206883|1|1|ripencc|BE|business|100.00
206006|1|1|ripencc|PL|education|100.00
197574|1|1|ripencc|RU|none|100.00
39566|1|1|ripencc|PL|hosting|100.00
39591|3|3|ripencc|NL|hosting|100.00
200924|11|5|ripencc|DE|isp|45.45
41029|1|1|ripencc|RU|education|100.00
202329|4|4|ripencc|DE|business|100.00
12360|2|2|ripencc|DE|isp|100.00
201281|1|1|ripencc|FR|isp|100.00
13037|2|2|ripencc|GB|isp|100.00
200306|1|1|ripencc|BG|hosting|100.00
200301|1|1|ripencc|BG|none|100.00
200401|1|1|ripencc|RU|hosting|100.00
35332|2|2|ripencc|NL|hosting|100.00
209933|1|1|ripencc|IS|business|100.00
206313|23|10|ripencc|DE|isp|43.48
15404|45|3|ripencc|SE|isp|6.67
209609|2|2|ripencc|GB|none|100.00
47453|1|1|ripencc|BG|hosting|100.00
15598|15|15|ripencc|DE|hosting|100.00
49697|5|5|ripencc|DE|business|100.00
209090|2|2|ripencc|FR|isp|100.00
204526|6|1|ripencc|NL|business|16.67
13101|4|4|ripencc|DE|hosting|100.00
1132|1|1|ripencc|NL|none|100.00
8423|1|1|ripencc|RO|hosting|100.00
29422|13|8|ripencc|FI|hosting|61.54
50673|128|19|ripencc|NL|hosting|14.84
28955|1|1|ripencc|EE|none|100.00
198595|1|1|ripencc|PL|hosting|100.00
196883|1|1|ripencc|PL|isp|100.00
12643|2|2|ripencc|DE|education|100.00
33988|2|2|ripencc|DE|hosting|100.00
39138|4|2|ripencc|DE|isp|50.00
15879|7|7|ripencc|NL|isp|100.00
31172|1|1|ripencc|NL|none|100.00
47302|2|2|ripencc|CH|hosting|100.00
42473|83|1|ripencc|AT|hosting|1.20
51188|1|1|ripencc|FI|business|100.00
42307|1|1|ripencc|SE|education|100.00
28855|3|3|ripencc|FR|hosting|100.00
47829|1|1|ripencc|NL|hosting|100.00
30950|1|1|ripencc|NO|business|100.00
47426|1|1|ripencc|GB|hosting|100.00
50262|1|1|ripencc|CH|none|100.00
41599|2|1|ripencc|UA|education|50.00
12509|1|1|ripencc|LV|business|100.00
43081|1|1|ripencc|GR|hosting|100.00
51839|1|1|ripencc|DE|business|100.00
19905|18|3|arin|US|hosting|16.67
43354|1|1|ripencc|DE|business|100.00
200943|1|1|ripencc|DE|education|100.00
39083|6|1|ripencc|DE|business|16.67
8881|142|142|ripencc|DE|isp|100.00
201824|1|1|ripencc|DE|business|100.00
31477|4|4|ripencc|NL|hosting|100.00
21221|2|2|ripencc|NL|isp|100.00
43893|5|3|ripencc|SE|hosting|60.00
59524|1|1|ripencc|NL|none|100.00
58130|2|1|ripencc|SK|isp|50.00
8426|19|18|ripencc|GB|hosting|94.74
207021|3|3|ripencc|AT|hosting|100.00
21406|2|2|ripencc|AT|business|100.00
57288|1|1|ripencc|CZ|isp|100.00
16175|2|1|ripencc|NO|isp|50.00
24940|5|1|ripencc|DE|hosting|20.00
24711|1|1|ripencc|FR|business|100.00
199462|2|1|ripencc|GB|isp|50.00
204796|2|2|ripencc|DE|business|100.00
197451|4|2|ripencc|CZ|education|50.00
20712|12|5|ripencc|GB|isp|41.67
41108|6|6|ripencc|DE|hosting|100.00
199249|1|1|ripencc|SI|business|100.00
202033|1|1|ripencc|NO|none|100.00
13189|3|3|ripencc|SE|isp|100.00
37560|4|3|afrinic|LR|none|75.00
29203|1|1|ripencc|UA|isp|100.00
196957|1|1|ripencc|UA|isp|100.00
203158|1|1|ripencc|SE|business|100.00
51410|1|1|ripencc|RU|isp|100.00
44968|1|1|ripencc|SI|business|100.00
43757|1|1|ripencc|CZ|business|100.00
3215|36|2|ripencc|FR|isp|5.56
21430|3|2|ripencc|CZ|isp|66.67
199612|1|1|ripencc|SI|business|100.00
206479|8|1|ripencc|DE|business|12.50
197521|1|1|ripencc|HR|business|100.00
25151|6|1|ripencc|NL|hosting|16.67
8820|5|1|ripencc|DE|hosting|20.00
49092|1|1|ripencc|DE|none|100.00
209859|4|1|ripencc|DE|isp|25.00
41496|1|1|ripencc|RO|isp|100.00
6848|11|1|ripencc|BE|isp|9.09
12337|8|2|ripencc|DE|hosting|25.00
61430|4|4|ripencc|DE|isp|100.00
198333|2|2|ripencc|DE|hosting|100.00
30931|2|1|ripencc|GB|business|50.00
15870|1|1|ripencc|RU|isp|100.00
29217|2|2|ripencc|SE|business|100.00
61411|1|1|ripencc|RU|business|100.00
